n_qubits,config_name,config_label,seed,L,mean_snr,median_snr,std_snr,min_snr,max_snr,n_params,n_finite_params,n_deterministic_params,deterministic_labels,mean_abs_grad
4,local_cost_only,Local cost only,29,1,0.4443635226687213,1.2502146505773474e-13,0.7696601982923655,0.0,1.7774540906746352,4,4,0,,0.009928431698112437
4,local_cost_only,Local cost only,30,1,5.337894665669401,0.0,9.245504766390287,0.0,21.351578662677603,4,4,0,,0.10771236259433373
4,local_cost_only,Local cost only,31,1,5.063200216383053,1.2035510295063844e-14,8.769720023669164,6.017755147531925e-15,20.252800865532183,4,4,0,,0.10313373061819595
4,local_cost_only,Local cost only,32,1,5.453648602956428,8.493835381232042e-15,9.44599646694755,0.0,21.814594411825695,4,4,0,,0.10960305511980532
4,local_cost_only,Local cost only,33,1,5.1321790869697255,5.950716158989873e-15,8.889194932174009,0.0,20.528716347878888,4,4,0,,0.10429560438271177
4,local_cost_only,Local cost only,34,1,11.584178606176806,1.7250901210041807e-15,20.06438590985065,0.0,46.336714424707225,4,4,0,,0.17988438133033474
4,local_cost_only,Local cost only,35,1,2.9835523404523827,1.444261013957484e-14,5.167664240704542,9.628406759716548e-15,11.934209361809494,4,4,0,,0.06445859151987976
4,local_cost_only,Local cost only,36,1,8.31378372479686,4.16035635725842e-15,14.399895814487381,0.0,33.255134899187425,4,4,0,,0.1491779753984348
4,local_cost_only,Local cost only,37,1,18.032561930166874,2.920973798126796e-15,31.233313453681326,0.0,72.1302477206675,4,4,0,,0.21247487351986072
4,local_cost_only,Local cost only,38,1,6736.573129945328,2.3273789739655223e-15,11668.086929968606,0.0,26946.292519781313,4,4,0,,0.24999965569679025
4,local_cost_only,Local cost only,39,1,2.820912151970076,1.014757254145152e-14,4.885963170900618,0.0,11.283648607880284,4,4,0,,0.06116078853111026
4,local_cost_only,Local cost only,40,1,30.110284767473324,1.3240738144839169e-15,52.15254304763103,0.0,120.4411390698933,4,4,0,,0.234365158317749
4,local_cost_only,Local cost only,41,1,98.81002458564905,9.36890781105952e-16,171.14398287947404,0.0,395.2400983425962,4,4,0,,0.2484148436087683
4,local_cost_only,Local cost only,42,1,4.518004404859417,0.0,7.825413178036497,0.0,18.072017619437666,4,4,0,,0.0936668664525788
4,local_cost_only,Local cost only,43,1,3.155102482317834,0.0,5.464797802461174,0.0,12.620409929271336,4,4,0,,0.06789839642013354
4,local_cost_only,Local cost only,44,1,219.13575931366336,1.2428815704919876e-15,379.55426888644973,6.214407852459939e-16,876.5430372546534,4,4,0,,0.24967525186898698
4,local_cost_only,Local cost only,45,1,2.0231075948690176,2.0913118454074903e-14,3.5041251434915863,0.0,8.092430379476028,4,4,0,,0.04451513577528352
4,local_cost_only,Local cost only,46,1,5.895134883444553,5.322620151927459e-15,10.210673135597592,0.0,23.5805395337782,4,4,0,,0.11660301141103808
4,local_cost_only,Local cost only,47,1,484.92227991348346,6.595983780765013e-16,839.9100265322903,0.0,1939.6891196539339,4,4,0,,0.24993357942271416
4,local_cost_only,Local cost only,48,1,7.677846708155802,0.0,13.298420591251304,0.0,30.71138683262321,4,4,0,,0.14152408000812816
4,local_cost_only,Local cost only,49,1,7.416452478725435,0.0,12.84567250507259,0.0,29.66580991490174,4,4,0,,0.13819598625112134
4,local_cost_only,Local cost only,50,1,19.27084670954138,1.4350441016025295e-15,33.37808560579719,0.0,77.08338683816552,4,4,0,,0.21624197389430394
4,local_cost_only,Local cost only,51,1,29.792467604862964,1.98868994593159e-15,51.602067574472514,0.0,119.16987041945185,4,4,0,,0.23406119927649893
4,local_cost_only,Local cost only,52,1,5.628374554007488,2.7604957744448764e-15,9.748630691568787,0.0,22.513498216029944,4,4,0,,0.1124134193678714
4,local_cost_only,Local cost only,53,1,56.50539701233991,1.2653315206289264e-15,97.87021852722337,0.0,226.02158804935965,4,4,0,,0.24524542706536534
4,local_cost_only,Local cost only,54,1,1.3111704029249125,2.1313621583279185e-14,2.2710137552464804,0.0,5.244681611699607,4,4,0,,0.029119102818205615
4,local_cost_only,Local cost only,55,1,11.809485354778499,0.0,20.454628645716927,0.0,47.237941419113994,4,4,0,,0.18154644334776562
4,local_cost_only,Local cost only,56,1,1.1918759049407162,2.3419254209589644e-14,2.0643896236744266,0.0,4.767503619762818,4,4,0,,0.026500994982909365
4,local_cost_only,Local cost only,57,1,2.255913885191851,0.0,3.907357466652389,0.0,9.023655540767404,4,4,0,,0.04944723279058828
4,local_cost_only,Local cost only,58,1,10.521055752365765,0.0,18.223003112362303,0.0,42.08422300946306,4,4,0,,0.17132721054256925
4,local_cost_only,Local cost only,59,1,21.583977730830675,2.7958187791604275e-15,37.38454605923394,0.0,86.3359109233227,4,4,0,,0.22198632577258526
4,local_cost_only,Local cost only,60,1,1.9256946060781288,0.0,3.3354008975886535,0.0,7.702778424312515,4,4,0,,0.042434994090153964
4,local_cost_only,Local cost only,61,1,80.60520185578328,1.566438248146118e-15,139.6123049685618,0.0,322.4208074231331,4,4,0,,0.24762927099358173
4,local_cost_only,Local cost only,62,1,799.071929122429,0.0,1384.0331801421237,0.0,3196.287716489716,4,4,0,,0.24997553278616264
4,local_cost_only,Local cost only,63,1,0.5442293583429721,1.0212032460313384e-13,0.9426328996204895,5.106016230156812e-14,2.1769174333716332,4,4,0,,0.012154946446240232
4,local_cost_only,Local cost only,64,1,1.6514208717531667,2.5484164645039575e-14,2.8603448545561423,0.0,6.605683487012616,4,4,0,,0.03653054045265464
4,local_cost_only,Local cost only,65,1,1.285697075477945,2.1730231131619614e-14,2.2268926578704935,0.0,5.142788301911737,4,4,0,,0.028560834652547388
4,local_cost_only,Local cost only,66,1,29.76772686234299,1.3259293718434797e-15,51.55921535141094,0.0,119.07090744937196,4,4,0,,0.23403717855987027
4,local_cost_only,Local cost only,67,1,11.456035411439922,3.4688456888064025e-15,19.84243538592217,0.0,45.82414164575968,4,4,0,,0.17891644483193261
4,local_cost_only,Local cost only,68,1,15.733744335652494,1.5227403138646455e-15,27.25164458264915,0.0,62.934977342609976,4,4,0,,0.20378837174694575
4,local_cost_only,Local cost only,69,1,1.904409952346509,7.392145187616488e-15,3.2985347959039695,0.0,7.617639809386021,4,4,0,,0.041979257885215907
4,local_cost_only,Local cost only,70,1,67.31696951297485,6.291351592706297e-16,116.59641140803758,0.0,269.2678780518994,4,4,0,,0.2466217032884207
4,local_cost_only,Local cost only,71,1,1.9540930276081208,1.4419130794478102e-14,3.384588406533341,0.0,7.816372110432455,4,4,0,,0.04304236830624292
4,local_cost_only,Local cost only,72,1,0.469190143171441,5.920841614175105e-14,0.8126611663833831,0.0,1.8767605726856456,4,4,0,,0.010482184438541924
4,local_cost_only,Local cost only,73,1,32.083359904371726,1.971713898302959e-15,55.57000943188999,0.0,128.3334396174869,4,4,0,,0.23607641764583337
4,local_cost_only,Local cost only,74,1,1.4638888730387911,9.560999681244407e-15,2.5355299047379205,0.0,5.855555492155145,4,4,0,,0.0324565191404252
4,local_cost_only,Local cost only,75,1,16.04242275168229,0.0,27.78629128241264,0.0,64.16969100672917,4,4,0,,0.20510399552569059
4,local_cost_only,Local cost only,76,1,1.019774901900149,1.3665169170651645e-14,1.7663019423746096,0.0,4.079099607600568,4,4,0,,0.022708593306138912
4,local_cost_only,Local cost only,77,1,3.723951879384614,3.927914095191559e-15,6.450073860035754,0.0,14.895807517538449,4,4,0,,0.07900294192680782
4,local_cost_only,Local cost only,78,1,6.599211843738611,4.8839029028191576e-15,11.430170203265554,0.0,26.396847374954433,4,4,0,,0.1270773704271573
4,local_cost_only,Local cost only,79,1,5.400969552618263,0.0,9.35475367526738,0.0,21.603878210473052,4,4,0,,0.10874546045274656
4,local_cost_only,Local cost only,80,1,1.2996938653113244,2.1499282527609993e-14,2.2511358090047704,0.0,5.198775461245255,4,4,0,,0.02886763953703013
4,local_cost_only,Local cost only,81,1,45.47089650851246,6.391189126028435e-16,78.75790301844985,0.0,181.88358603404984,4,4,0,,0.242769196026549
4,local_cost_only,Local cost only,82,1,14.453329503152004,1.5692954610370388e-15,25.033901037993505,0.0,57.813318012608015,4,4,0,,0.19774273032743145
4,local_cost_only,Local cost only,83,1,3.2181098362036185,4.487490062705524e-15,5.57392974064182,0.0,12.872439344814465,4,4,0,,0.06915152230305292
4,local_cost_only,Local cost only,84,1,8.101153654528982,2.1154974156265116e-15,14.03160972956648,0.0,32.40461461811592,4,4,0,,0.1466873780434319
4,local_cost_only,Local cost only,85,1,2.0042403866814418,2.8138364658446835e-14,3.471446180313709,1.4069182329223441e-14,8.016961546725696,4,4,0,,0.04411297855047941
4,local_cost_only,Local cost only,86,1,22.06392026119489,1.3915319331708653e-15,38.215830906537924,0.0,88.25568104477956,4,4,0,,0.2230036995621038
4,local_cost_only,Local cost only,87,1,52.26665908618911,6.346739836108694e-16,90.52850907916104,0.0,209.06663634475643,4,4,0,,0.244469426169334
4,local_cost_only,Local cost only,88,1,36.90885787965594,3.2424153052281906e-15,63.928017096902984,0.0,147.63543151862376,4,4,0,,0.2392635889791345
4,local_cost_only,Local cost only,89,1,88.77584713686325,1.563839986068803e-15,153.7642777260152,0.0,355.103388547453,4,4,0,,0.24804069783378746
4,local_cost_only,Local cost only,90,1,24.51369278713757,1.3642727902283603e-15,42.458961388456984,1.3642727902283603e-15,98.05477114855027,4,4,0,,0.227459472459292
4,local_cost_only,Local cost only,91,1,7.070553242881312,2.322318779412543e-15,12.246557454291318,0.0,28.282212971525244,4,4,0,,0.13362367471118985
4,local_cost_only,Local cost only,92,1,5.772251969255421,2.705741655274836e-15,9.99783368483989,0.0,23.089007877021675,4,4,0,,0.11468824769391685
4,local_cost_only,Local cost only,93,1,3.109858605172727,1.8527720143210122e-14,5.3864331085144235,0.0,12.439434420690873,4,4,0,,0.06699513307785604
4,local_cost_only,Local cost only,94,1,45.07812888204572,9.59156528047334e-16,78.07760953384123,0.0,180.31251552818287,4,4,0,,0.2426481706179311
4,local_cost_only,Local cost only,95,1,6.773538321265035,4.791001438660987e-15,11.732112519445835,4.791001438660984e-15,27.09415328506013,4,4,0,,0.1295415053111058
4,local_cost_only,Local cost only,96,1,110.07330944395642,7.797835080279175e-16,190.65256451418364,0.0,440.2932377758257,4,4,0,,0.24872029060083634
4,local_cost_only,Local cost only,97,1,5.0640885559259035,9.025318773111929e-15,8.771258672891761,0.0,20.256354223703596,4,4,0,,0.10314874530982752
4,local_cost_only,Local cost only,98,1,15.12087785182335,0.0,26.190128694400983,0.0,60.4835114072934,4,4,0,,0.20101836734262368
4,local_cost_only,Local cost only,99,1,4.845809374548823,6.242601584189636e-15,8.393188040512117,0.0,19.383237498195278,4,4,0,,0.09941905308896712
4,local_cost_only,Local cost only,100,1,7.758809439461366,4.354312662497553e-15,13.438652155392083,0.0,31.035237757845458,4,4,0,,0.14253306696534612
4,local_cost_only,Local cost only,101,1,13.615251320483322,3.212276968611042e-15,23.58230704489636,3.212276968611042e-15,54.46100528193329,4,4,0,,0.19320673291138235
4,local_cost_only,Local cost only,102,1,6.701812179226883,0.0,11.607879197204861,0.0,26.807248716907534,4,4,0,,0.12853378985270886
4,local_cost_only,Local cost only,103,1,68.68431711412921,3.1440110458776776e-16,118.96472692484437,0.0,274.73726845651686,4,4,0,,0.2467522892157028
4,local_cost_only,Local cost only,104,1,29.391238160433442,1.99206129871465e-15,50.90711779122795,0.0,117.56495264173377,4,4,0,,0.23366507548447674
4,local_cost_only,Local cost only,105,1,0.6005114266992297,4.628651802416535e-14,1.040116301568686,0.0,2.4020457067968266,4,4,0,,0.013408516449384879
4,local_cost_only,Local cost only,106,1,2.9006059136687505,1.4828515507270247e-14,5.023996815208997,9.885677004846805e-15,11.602423654674961,4,4,0,,0.06278108601034912
4,local_cost_only,Local cost only,107,1,1.5776853116297695,3.5533775780947106e-14,2.732631118097857,0.0,6.310741246519007,4,4,0,,0.034932034362900495
4,local_cost_only,Local cost only,108,1,12.252215583694582,5.041159127070187e-15,21.221459896246177,0.0,49.00886233477832,4,4,0,,0.1846698911900397
4,local_cost_only,Local cost only,109,1,17.277423461589937,2.9569757408003394e-15,29.92537525935632,0.0,69.10969384635975,4,4,0,,0.2098879371069296
4,local_cost_only,Local cost only,110,1,0.8755141418066801,0.0,1.5164349763542329,0.0,3.5020565672267203,4,4,0,,0.019517340704858964
4,local_cost_only,Local cost only,111,1,20.127749914914673,1.419906314728684e-15,34.862285494672356,0.0,80.5109996596587,4,4,0,,0.218547354805732
4,local_cost_only,Local cost only,112,1,16.641058188272275,1.4953977016211186e-15,28.82315827379767,0.0,66.5642327530891,4,4,0,,0.20751454199742542
4,local_cost_only,Local cost only,113,1,15.566439210532753,4.584753274721148e-15,26.961863605575086,0.0,62.265756842131005,4,4,0,,0.20305352364339585
4,local_cost_only,Local cost only,114,1,13.894253422707994,1.593227926821297e-15,24.06555286136802,0.0,55.577013690831976,4,4,0,,0.19477236365987666
4,local_cost_only,Local cost only,115,1,8.52801679757603,4.093362917013113e-15,14.770958381202508,0.0,34.11206719030411,4,4,0,,0.15161947545190746
4,local_cost_only,Local cost only,116,1,10.913499561118773,1.7770067172486605e-15,18.902735728238355,0.0,43.65399824447508,4,4,0,,0.1746289229769331
4,local_cost_only,Local cost only,117,1,17.10955547659723,1.482784111841893e-15,29.634619380384738,0.0,68.43822190638892,4,4,0,,0.20927980457683626
4,local_cost_only,Local cost only,118,1,4.625953430295279,9.739910137541747e-15,8.012386374718945,0.0,18.503813721181096,4,4,0,,0.09558099554527207
4,local_cost_only,Local cost only,119,1,99.05683063980301,4.684306545780135e-16,171.5714635048843,0.0,396.22732255921204,4,4,0,,0.24842265828716298
4,local_cost_only,Local cost only,120,1,4.19021075115399,0.0,7.25765791542006,0.0,16.76084300461596,4,4,0,,0.08773649535473692
4,local_cost_only,Local cost only,121,1,36.01791995779566,1.949539460962431e-15,62.384867349851156,0.0,144.07167983118265,4,4,0,,0.23876159629211727
4,local_cost_only,Local cost only,122,1,22.15698288189473,1.3903398140183668e-15,38.37702009387556,0.0,88.62793152757892,4,4,0,,0.2231949096379756
4,local_cost_only,Local cost only,123,1,3.9318609838230603,0.0,6.810182992279292,0.0,15.727443935292241,4,4,0,,0.08293971837778435
4,local_cost_only,Local cost only,124,1,48.779273638759854,2.2285445691071125e-15,84.48818029863725,0.0,195.11709455503942,4,4,0,,0.24368116911407378
4,local_cost_only,Local cost only,125,1,0.44631434634628375,6.223793228490979e-14,0.7730391240185845,0.0,1.7852573853850107,4,4,0,,0.009971949830703396
4,local_cost_only,Local cost only,126,1,4.28436194398676,3.468859044922241e-15,7.420732564999629,0.0,17.137447775947035,4,4,0,,0.08945787797580154
4,local_cost_only,Local cost only,127,1,43.131169729166025,2.5645833973054875e-15,74.70537736079233,0.0,172.5246789166641,4,4,0,,0.24200169858539003
4,local_cost_only,Local cost only,128,1,1.9790721817326409,2.136384860477688e-14,3.427853570607096,0.0,7.916288726930521,4,4,0,,0.04357596445705843
4,local_cost_only,Local cost only,129,1,110.17159990139557,3.119105628581376e-16,190.82280858036742,0.0,440.68639960558227,4,4,0,,0.24872255552391045
4,local_cost_only,Local cost only,130,1,5.967785109251051,5.27198754119292e-15,10.3365070178758,0.0,23.871140437004197,4,4,0,,0.117722876517152
4,local_cost_only,Local cost only,131,1,8.246957448913362,4.182095821026232e-15,14.284149309376545,4.1820958210262306e-15,32.987829795653425,4,4,0,,0.14840251511968533
4,local_cost_only,Local cost only,132,1,31.260368216935678,1.9774007835140132e-15,54.14454601504391,0.0,125.04147286774271,4,4,0,,0.2353974761285741
4,local_cost_only,Local cost only,133,1,0.8590856658961296,1.6201755959807397e-14,1.487980021386219,0.0,3.436342663584486,4,4,0,,0.019153280047281313
4,local_cost_only,Local cost only,134,1,0.29953151615257395,9.269653828034062e-14,0.5188038044442889,0.0,1.1981260646101104,4,4,0,,0.006695325950949765
4,local_cost_only,Local cost only,135,1,57.146938242929735,6.323996236785398e-16,98.9814005337552,6.323996236785398e-16,228.58775297171894,4,4,0,,0.24534863521175082
4,local_cost_only,Local cost only,136,1,5.280339332863708,8.719725484172131e-15,9.145816005724281,0.0,21.121357331454814,4,4,0,,0.10676371740802727
4,local_cost_only,Local cost only,137,1,70.45881260777773,9.425976689341592e-16,122.0382432776456,0.0,281.8352504311109,4,4,0,,0.24691083432245223
4,local_cost_only,Local cost only,138,1,49.404305311422334,0.0,85.57076691202843,0.0,197.61722124568934,4,4,0,,0.24383421283935475
4,local_cost_only,Local cost only,139,1,5.971168337996353,1.0539325922336205e-14,10.342366941956282,0.0,23.88467335198539,4,4,0,,0.11777480701996272
4,local_cost_only,Local cost only,140,1,10.679181976130534,1.7970783645181487e-15,18.49688576593189,0.0,42.71672790452213,4,4,0,,0.17267848485790127
4,local_cost_only,Local cost only,141,1,0.18524347633934907,2.9970701963959906e-13,0.3208511127900897,0.0,0.7409739053567969,4,4,0,,0.0041416016151892415
4,local_cost_only,Local cost only,142,1,8.956119719988612,1.9853944687615413e-15,15.512454393689818,0.0,35.82447887995444,4,4,0,,0.15629980542329203
4,local_cost_only,Local cost only,143,1,1.6419663674155929,1.7085186056709164e-14,2.8439691726830936,0.0,6.567865469662338,4,4,0,,0.03632582848391661
4,local_cost_only,Local cost only,144,1,4.401224770289513,0.0,7.623144917672098,0.0,17.604899081158052,4,4,0,,0.09157436304052498
4,local_cost_only,Local cost only,145,1,95.22628477360767,9.373447672752205e-16,164.93676344391105,0.0,380.9051390944307,4,4,0,,0.24829452832331877
4,local_cost_only,Local cost only,146,1,10.625917367225812,3.603589025411377e-15,18.40462875706362,0.0,42.50366946890323,4,4,0,,0.17222650361495323
4,local_cost_only,Local cost only,147,1,54.64615049507668,3.1674499366452545e-15,94.64990909552797,1.2669799746581017e-15,218.58460198030673,4,4,0,,0.2449263408757893
4,local_cost_only,Local cost only,148,1,3.6301608890267563,1.2058135943085089e-14,6.287623099443732,0.0,14.520643556107,4,4,0,,0.07720515939294854
4,local_cost_only,Local cost only,149,1,159.9193173659933,4.666113280227829e-16,276.9883827896323,0.0,639.6772694639732,4,4,0,,0.24939126301662373
4,local_cost_only,Local cost only,150,1,5.193696150517997,0.0,8.995745611772065,0.0,20.77478460207199,4,4,0,,0.10532493853246558
4,local_cost_only,Local cost only,151,1,13.490270647772144,3.224295566136354e-15,23.365834169796464,0.0,53.96108259108858,4,4,0,,0.19248655266908982
4,local_cost_only,Local cost only,152,1,167.8655613077283,1.5550214131992236e-16,290.75168102605375,0.0,671.4622452309133,4,4,0,,0.24944734403807892
4,local_cost_only,Local cost only,153,1,3.1758287660239777,1.3628071531896751e-14,5.500696778892286,0.0,12.703315064095884,4,4,0,,0.06831122842940938
4,local_cost_only,Local cost only,154,1,17.488374299916384,1.4732465606733504e-15,30.290752829236972,0.0,69.95349719966553,4,4,0,,0.21063464693518663
4,local_cost_only,Local cost only,155,1,20.160465000893616,2.129045031057149e-15,34.91894968576187,0.0,80.64186000357446,4,4,0,,0.21863095751560424
4,local_cost_only,Local cost only,156,1,0.3134792602347808,8.857518525930887e-14,0.542962005845644,0.0,1.253917040938946,4,4,0,,0.007006855661604944
4,local_cost_only,Local cost only,157,1,13.177112624085,4.883571259446374e-15,22.82342856197247,0.0,52.70845049633999,4,4,0,,0.19062900037896963
4,local_cost_only,Local cost only,158,1,61.07068434158112,2.839266975817948e-15,105.77752813261957,6.30948216848433e-16,244.28273736632448,4,4,0,,0.24591302492772857
4,local_cost_only,Local cost only,159,1,5.821304488696592,2.6877563933782913e-15,10.08279514075126,0.0,23.28521795478636,4,4,0,,0.11545569007683251
4,local_cost_only,Local cost only,160,1,7.088618109904926,2.3180928072105867e-15,12.277846721808196,0.0,28.354472439619702,4,4,0,,0.13386727580131708
4,local_cost_only,Local cost only,161,1,65.95391726568641,3.1474384718711194e-16,114.23553566236308,0.0,263.81566906274566,4,4,0,,0.2464835865174428
4,local_cost_only,Local cost only,162,1,106.57029418979212,2.3401485099327128e-15,184.5851641142823,6.240396026487233e-16,426.2811767591685,4,4,0,,0.24863547749115275
4,local_cost_only,Local cost only,163,1,1.9360372036445466,3.637409465141051e-14,3.353314802055886,0.0,7.744148814578113,4,4,0,,0.042656287686307685
4,local_cost_only,Local cost only,164,1,14.318460825842937,0.0,24.800301636544596,0.0,57.27384330337175,4,4,0,,0.19704586220514225
4,local_cost_only,Local cost only,165,1,5.910027254622537,1.0624257061846866e-14,10.236467479123029,0.0,23.640109018490126,4,4,0,,0.11683330602769319
4,local_cost_only,Local cost only,166,1,20.15627523361166,7.097163770570579e-16,34.911692795957634,0.0,80.62510093444664,4,4,0,,0.21862026803064816
4,local_cost_only,Local cost only,167,1,15.287544139857607,1.5377957364256727e-15,26.478803173185224,0.0,61.15017655943043,4,4,0,,0.20179323027464247
4,local_cost_only,Local cost only,168,1,2.7824340895884707,5.139778816737388e-15,4.81931721187888,0.0,11.129736358353872,4,4,0,,0.06037551035180375
4,local_cost_only,Local cost only,169,1,144.49495111144097,4.66866459572694e-16,250.2725967621968,0.0,577.9798044457639,4,4,0,,0.24925497655148332
4,local_cost_only,Local cost only,170,1,2.986508976700099,2.4048771587246466e-14,5.172785284905075,9.619508634898575e-15,11.94603590680034,4,4,0,,0.06451821624861634
4,local_cost_only,Local cost only,171,1,197.1577971826101,1.0878536166525566e-15,341.48732182864075,0.0,788.6311887304404,4,4,0,,0.2495989982980789
4,local_cost_only,Local cost only,172,1,5.8669225080268195,5.342657629872756e-15,10.161807867971866,5.342657629872756e-15,23.467690032107257,4,4,0,,0.11616569529771638
4,local_cost_only,Local cost only,173,1,0.43489762535643767,9.580380887515224e-14,0.7532647832082943,0.0,1.739590501425559,4,4,0,,0.009717257783360096
4,local_cost_only,Local cost only,174,1,19.61606501141124,2.1430892708032328e-15,33.97602124433844,0.0,78.46426004564496,4,4,0,,0.2171982101144126
4,local_cost_only,Local cost only,175,1,1.8678507840350753,1.5065578127341187e-14,3.235212458906095,0.0,7.471403136140271,4,4,0,,0.041195467778663175
4,local_cost_only,Local cost only,176,1,15.004627691142462,0.0,25.988777509713643,0.0,60.01851076456985,4,4,0,,0.20046801062402975
4,local_cost_only,Local cost only,177,1,26.525910365801213,2.694037690775366e-15,45.944224470585645,1.3470188453876827e-15,106.10364146320485,4,4,0,,0.23037299754080096
4,local_cost_only,Local cost only,178,1,3.3558898160046877,0.0,5.81257166592309,0.0,13.42355926401875,4,4,0,,0.07187209892045825
4,local_cost_only,Local cost only,179,1,4.394660517780566,6.786138035046991e-15,7.611775298812882,0.0,17.57864207112225,4,4,0,,0.09145607341120347
4,local_cost_only,Local cost only,180,1,19.775810907508134,7.129524883318547e-16,34.252709252678876,0.0,79.10324363003254,4,4,0,,0.21762794452262813
4,local_cost_only,Local cost only,181,1,7.005936730180948,4.6752774487286396e-15,12.134638371286366,0.0,28.023746920723784,4,4,0,,0.13274795883623747
4,local_cost_only,Local cost only,182,1,24.367401883872002,1.3656866508707905e-15,42.20557811131588,0.0,97.46960753548801,4,4,0,,0.22722398945471461
4,local_cost_only,Local cost only,183,1,7.843843072505449,0.0,13.585934728176607,0.0,31.375372290021797,4,4,0,,0.14358178993379633
4,local_cost_only,Local cost only,184,1,6.485281236756172,9.895350612033513e-15,11.232836603434803,0.0,25.94112494702467,4,4,0,,0.12543942355252768
4,local_cost_only,Local cost only,185,1,2.624388390571961,5.431737899330489e-15,4.545574031264545,0.0,10.497553562287834,4,4,0,,0.05713029142922356
